BRDCODE,SEGID,the_geom,PNTID,BRDNAME,SCHLCODE,SCHLNAME,MAIL1,MAIL2,MPOSTCODE,CIVIC1,CIVIC2,CPOSTCODE,PHONE,FAX,EMAIL,SCHLYR
54,319301396,POINT (-63.5074091864265 44.67728394849044),319310657,HALIFAX REGIONAL SCHOOL BOARD,564,ERIC GRAVES MEMORIAL JUNIOR HIGH SCHOOL,70 DOROTHEA DR,DARTMOUTH NS,B2W 4M3,70 DOROTHEA DR,DARTMOUTH NS,B2W 4M3,902 435 8325,902 435 8379,EGMJH@HRSB.NS.CA,2015-2016
54,319801899,POINT (-63.60128863079837 44.64978673004661),319816883,HALIFAX REGIONAL SCHOOL BOARD,572,OXFORD SCHOOL,6364 NORTH ST,HALIFAX NS,B3L 1P6,6364 NORTH ST,HALIFAX NS,B3L 1P6,902 421 6763,902 421 3043,OXFORD@HRSB.NS.CA,2015-2016
54,306300562,POINT (-63.67861030999238 44.707708376247986),306305397,HALIFAX REGIONAL SCHOOL BOARD,937,BEDFORD SOUTH SCHOOL,2 OCEANVIEW DR,BEDFORD NS,B4A 4J6,2 OCEANVIEW DR,BEDFORD NS,B4A 4J6,902 832 5800,902 832 5805,BEDFORDS@HRSB.NS.CA,2015-2016
54,319801952,POINT (-63.61483625244285 44.6500662537854),319816753,HALIFAX REGIONAL SCHOOL BOARD,591,WESTMOUNT ELEMENTARY SCHOOL,6700 EDWARD ARAB AVE,HALIFAX NS,B3L 2E1,6700 EDWARD ARAB AVE,HALIFAX NS,B3L 2E1,902 493 5164,902 493 5168,WMOUNT@HRSB.NS.CA,2015-2016
54,400002148,POINT (-63.58288514001813 44.63307625066194),400140106,HALIFAX REGIONAL SCHOOL BOARD,579,INGLIS STREET ELEMENTARY SCHOOL,5985 INGLIS ST,HALIFAX NS,B3H 1K7,5985 INGLIS ST,HALIFAX NS,B3H 1K7,902 421 6767,902 421 3028,ISES@HRSB.NS.CA,2015-2016
51,69100138,POINT (-60.17106312846399 46.11689777919633),69100343,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,180,MIRA ROAD SCHOOL,1464 GEORGE ST,SYDNEY NS,B1P 1P3,1464 GEORGE ST,MIRA ROAD NS,B1P 1P3,902 564 5636,902 564 5713,MIRA_ROAD@STAFF.EDNET.NS.CA,2015-2016
54,306100244,POINT (-63.742484071275776 44.721619297878064),306103699,HALIFAX REGIONAL SCHOOL BOARD,1103,KINGSWOOD ELEMENTARY SCHOOL,34 VREGE COURT,HAMMONDS PLAINS NS,B4B 1K2,34 VREGE CRT,HAMMONDS PLAINS NS,B4B 1K2,902 832 5522,902 832 5524,KWE@HRSB.NS.CA,2015-2016
54,319302550,POINT (-63.54110026332351 44.6454227979866),319319556,HALIFAX REGIONAL SCHOOL BOARD,535,SOUTH WOODSIDE SCHOOL,5 EVERETTE ST,DARTMOUTH NS,B2W 1G2,5 EVERETTE ST,DARTMOUTH NS,B2W 1G2,902 464 2090,902 464 2778,SWES@HRSB.NS.CA,2015-2016
54,319804894,POINT (-63.635216519223945 44.642000206625276),319822149,HALIFAX REGIONAL SCHOOL BOARD,593,SPRINGVALE ELEMENTARY SCHOOL,92 DOWNS AVE,HALIFAX NS,B3N 1Y6,92 DOWNS AVE,HALIFAX NS,B3N 1Y6,902 479 4606,902 479 4473,SPRVALE@HRSB.NS.CA,2015-2016
54,316700058,POINT (-63.15303491965814 44.78211167967578),316700391,HALIFAX REGIONAL SCHOOL BOARD,334,EASTERN SHORE DISTRICT HIGH SCHOOL,35 WEST PETPESWICK RD,MUSQUODOBOIT HBR NS,B0J 2L0,35 WEST PETPESWICK RD,MUSQUODOBOIT HARBOUR NS,B0J 2L0,902 889 4025,902 889 4037,ESDH@HRSB.NS.CA,2015-2016
54,319803643,POINT (-63.617763452285416 44.604070778142834),319831482,HALIFAX REGIONAL SCHOOL BOARD,614,ELIZABETH SUTHERLAND SCHOOL,66 ROCKINGSTONE RD,HALIFAX NS,B3R 2C9,66 ROCKINGSTONE RD,HALIFAX NS,B3R 2C9,902 479 4427,902 479 4430,ESS@HRSB.NS.CA,2015-2016
54,319803689,POINT (-63.615772247797004 44.59769988428877),319832211,HALIFAX REGIONAL SCHOOL BOARD,609,ROCKINGSTONE HEIGHTS SCHOOL,1 REGAN DR,HALIFAX NS,B3R 2J1,1 REGAN DR,HALIFAX NS,B3R 2J1,902 479 4452,902 479 4459,RHES@HRSB.NS.CA,2015-2016
54,400003191,POINT (-63.61820306503806 44.647448172687724),319818447,HALIFAX REGIONAL SCHOOL BOARD,575,ST. AGNES JUNIOR HIGH SCHOOL,6981 MUMFORD RD,HALIFAX NS,B3L 2H7,6981 MUMFORD RD,HALIFAX NS,B3L 2H7,902 493 5132,902 493 5140,STAGNES@HRSB.NS.CA,2015-2016
54,319301348,POINT (-63.546579906941226 44.679079241620336),319309705,HALIFAX REGIONAL SCHOOL BOARD,513,ALDERNEY ELEMENTARY SCHOOL,2 PENHORN DR,DARTMOUTH NS,B2Y 3K1,2 PENHORN DR,DARTMOUTH NS,B2Y 3K1,902 464 2040,902 464 2686,ALDERNEY@HRSB.NS.CA,2015-2016
54,319802055,POINT (-63.58434550977855 44.647371592883765),319818253,HALIFAX REGIONAL SCHOOL BOARD,1109,CITADEL HIGH SCHOOL,1855 TROLLOPE ST,HALIFAX NS,B3H 0A4,1855 TROLLOPE ST,HALIFAX NS,B3H 0A4,902 491 4444,902 491 1700,CHS@HRSB.NS.CA,2015-2016
54,400003677,POINT (-63.63888366391982 44.7468304615609),306300021,HALIFAX REGIONAL SCHOOL BOARD,1187,ROCKY LAKE JUNIOR HIGH SCHOOL,670 ROCKY LAKE DR,BEDFORD NS,B4A 2T6,670 ROCKY LAKE DR,BEDFORD NS,B4A 2T6,902 832 8952,902 832 8962,RLJH@HRSB.NS.CA,2015-2016
59,400035904,POINT (-65.56480443637143 43.56799982109416),161700113,TRI-COUNTY REGIONAL SCHOOL BOARD,927,FOREST RIDGE ACADEMY,PO BOX 128,BARRINGTON NS,B0W 1E0,59 FOREST VIEW DR,BARRINGTON NS,B0W 1E0,902 637 4340,902 637 4342,FRA@TCRSB.CA,2015-2016
54,305000067,POINT (-64.04964795472944 44.64447966327192),305000008,HALIFAX REGIONAL SCHOOL BOARD,287,SHATFORD MEMORIAL ELEMENTARY SCHOOL,10089 ST. MARGARET'S BAY RD,HUBBARDS NS,B0J 1T0,10089 ST MARGARETS BAY RD,HUBBARDS NS,B0J 1T0,902 857 4200,902 857 4204,SMES@HRSB.NS.CA,2015-2016
54,400003677,POINT (-63.64462144506728 44.740968041960436),306300200,HALIFAX REGIONAL SCHOOL BOARD,268,BEDFORD AND FORSYTH EDUCATION CENTRES,426 ROCKY LAKE DR,BEDFORD NS,B4A 2T5,426 ROCKY LAKE DR,BEDFORD NS,B4A 2T5,902 832 8630,902 832 8409,AHS@HRSB.NS.CA,2015-2016
54,319803620,POINT (-63.60959722584896 44.60715015383681),319831109,HALIFAX REGIONAL SCHOOL BOARD,619,J. L. ILSLEY HIGH SCHOOL,38 SYLVIA AVE,HALIFAX NS,B3R 1J9,38 SYLVIA AVE,HALIFAX NS,B3R 1J9,902 479 4612,902 479 4635,JLI@HRSB.NS.CA,2015-2016
54,400053972,POINT (-63.664838289092856 44.65673565352153),319810795,HALIFAX REGIONAL SCHOOL BOARD,592,HALIFAX WEST HIGH SCHOOL,283 THOMAS RADDALL DR,HALIFAX NS,B3S 1R1,283 THOMAS RADDALL DR,HALIFAX NS,B3S 1R1,902 457 8900,902 457 8980,HWHS@HRSB.NS.CA,2015-2016
54,318200395,POINT (-63.32222242501942 44.73595731635897),318201004,HALIFAX REGIONAL SCHOOL BOARD,131,O'CONNELL DRIVE ELEMENTARY SCHOOL,40 O'CONNELL DR,PORTERS LAKE NS,B3E 1E8,40 OCONNELL DR,PORTERS LAKE NS,B3E 1E8,902 827 4112,902 827 3120,OCDES@HRSB.NS.CA,2015-2016
53,264600059,POINT (-63.29766608197863 45.71225795181693),264600089,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,5,NORTH COLCHESTER HIGH SCHOOL,90 BLAIR AVE,TATAMAGOUCHE NS,B0K 1V0,90 BLAIR AVE,TATAMAGOUCHE NS,B0K 1V0,902 657 6200,902 657 6204,THOMSONTW@CCRSB.CA,2015-2016
54,319804857,POINT (-63.616805345043964 44.61176459368631),319830485,HALIFAX REGIONAL SCHOOL BOARD,611,CENTRAL SPRYFIELD SCHOOL,364 HERRING COVE RD,HALIFAX NS,B3R 1V8,364 HERRING COVE RD,HALIFAX NS,B3R 1V8,902 479 4286,902 479 4295,CSES@HRSB.NS.CA,2015-2016
54,319302579,POINT (-63.530985080237706 44.68674264791932),319305041,HALIFAX REGIONAL SCHOOL BOARD,516,CALEDONIA JUNIOR HIGH SCHOOL,38 CALEDONIA RD,DARTMOUTH NS,B2X 1K8,38 CALEDONIA RD,DARTMOUTH NS,B2X 1K8,902 435 8413,902 435 8425,CJHS@HRSB.NS.CA,2015-2016
54,319303580,POINT (-63.51323859183856 44.66497241035659),319317186,HALIFAX REGIONAL SCHOOL BOARD,969,PORTLAND ESTATES ELEMENTARY SCHOOL,45 PORTLAND HILLS DR,DARTMOUTH NS,B2W 6L5,45 PORTLAND HILLS DR,DARTMOUTH NS,B2W 6L5,902 433 7100,902 433 7103,PORTLAND@HRSB.NS.CA,2015-2016
54,319803293,POINT (-63.62310109687514 44.62935391325236),319827647,HALIFAX REGIONAL SCHOOL BOARD,596,CHEBUCTO HEIGHTS ELEMENTARY SCHOOL,230 COWIE HILL RD,HALIFAX NS,B3P 2M3,230 COWIE HILL RD,HALIFAX NS,B3P 2M3,902 479 4298,902 479 4408,CHES@HRSB.NS.CA,2015-2016
54,306100409,POINT (-63.80436993945542 44.74937123340547),306101087,HALIFAX REGIONAL SCHOOL BOARD,939,MADELINE SYMONDS MIDDLE SCHOOL,290 WHITE HILLS RUN,HAMMONDS PLAINS NS,B4B 1W6,290 WHITE HILLS RUN,HAMMONDS PLAINS NS,B4B 1W6,902 832 2300,902 832 2302,MSMS@HRSB.NS.CA,2015-2016
52,35300296,POINT (-61.34120628718181 45.622369994549125),35301039,STRAIT REGIONAL SCHOOL BOARD,936,TAMARAC EDUCATION CENTRE,57 TAMARAC DR,PORT HAWKESBURY NS,B9A 3G2,57 TAMARAC DR,PORT HAWKESBURY NS,B9A 3G2,902 625 6650,902 625 6654,CHUCK.BOUDREAU@SRSB.CA,2015-2016
54,319803435,POINT (-63.602824758038906 44.62054570444355),319832838,HALIFAX REGIONAL SCHOOL BOARD,605,CUNARD JUNIOR HIGH SCHOOL,121 WILLIAMS LAKE RD,HALIFAX NS,B3P 1T6,121 WILLIAMS LAKE RD,HALIFAX NS,B3P 1T6,902 479 4418,902 479 4425,CUNARD@HRSB.NS.CA,2015-2016
53,87500823,POINT (-62.63827121752718 45.58741020561647),87502151,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,1189,NEW GLASGOW ACADEMY,93 ALBERT ST,NEW GLASGOW NS,B2H 5W8,93 ALBERT ST,NEW GLASGOW NS,B2H 5W8,902 755 8400,902 755 8438,MCCARRONG@CCRSB.CA,2015-2016
53,87500836,POINT (-62.63386827230142 45.56652281986095),87500220,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,988,NORTH NOVA EDUCATION CENTRE,343 PARK ST,NEW GLASGOW NS,B2H 6B2,343 PARK ST,NEW GLASGOW NS,B2H 6B2,902 755 8180,902 755 8185,FINDLAYAL@CCRSB.CA,2015-2016
54,321300036,POINT (-63.634298185979304 44.568984603747644),321300327,HALIFAX REGIONAL SCHOOL BOARD,296,HARRIETSFIELD ELEMENTARY SCHOOL,1150 OLD SAMBRO RD,HARRIETSFIELD NS,B3V 1B1,1150 OLD SAMBRO RD,HARRIETSFIELD NS,B3V 1B1,902 479 4230,902 479 4235,HES@HRSB.NS.CA,2015-2016
54,319803752,POINT (-63.60967223196282 44.630194087936104),319827326,HALIFAX REGIONAL SCHOOL BOARD,607,JOHN W. MACLEOD-FLEMING TOWER ELEMENTARY SCHOOL,159 PURCELLS COVE RD,HALIFAX NS,B3P 1B7,159 PURCELLS COVE RD,HALIFAX NS,B3P 1B7,902 479 4437,902 479 4442,JWM@HRSB.NS.CA,2015-2016
58,400017481,POINT (-64.07185770952 44.58936960172461),257200015,SOUTH SHORE REGIONAL SCHOOL BOARD,925,ASPOTOGAN CONSOLIDATED ELEMENTARY SCHOOL,105 PARKWOOD DR,MILL COVE NS,B0J 1T0,105 PARKWOOD DR,MILL COVE NS,B0J 1T0,902 857 2600,902 857 2601,ACES@SSRSB.CA,2015-2016
54,321100013,POINT (-63.605175351261764 44.47696278080509),321100116,HALIFAX REGIONAL SCHOOL BOARD,295,SAMBRO ELEMENTARY SCHOOL,3725 OLD SAMBRO RD,SAMBRO NS,B3V 1G1,3725 OLD SAMBRO RD,SAMBRO NS,B3V 1G1,902 868 2717,902 868 1808,SES@HRSB.NS.CA,2015-2016
54,320000055,POINT (-63.56173297275462 44.56979440212124),320000468,HALIFAX REGIONAL SCHOOL BOARD,294,WILLIAM KING ELEMENTARY SCHOOL,91 ST. PAULS AVE,HERRING COVE NS,B3V 1H6,91 ST PAULS AVE,HERRING COVE NS,B3V 1H6,902 479 4200,902 479 4208,WKES@HRSB.NS.CA,2015-2016
54,320000059,POINT (-63.564111703326205 44.56851251867908),320000485,HALIFAX REGIONAL SCHOOL BOARD,293,HERRING COVE JUNIOR HIGH SCHOOL,7 LANCASTER DR,HERRING COVE NS,B3V 1H9,7 LANCASTER DR,HERRING COVE NS,B3V 1H9,902 479 4214,902 479 3379,HCJH@HRSB.NS.CA,2015-2016
52,123900384,POINT (-62.01029235688132 45.61766864276446),123901584,STRAIT REGIONAL SCHOOL BOARD,152,ST. ANDREW JUNIOR SCHOOL,2 APPLESEED DR,ANTIGONISH NS,B2G 3B6,2 APPLESEED DR,POST ROAD NS,B2G 3B6,902 863 3046,902 863 2273,KIRK.JOHNSTONE@SRSB.CA,2015-2016
52,123900384,POINT (-62.01077821311522 45.61586984742152),123901585,STRAIT REGIONAL SCHOOL BOARD,934,ANTIGONISH EDUCATION CENTRE,30 APPLESEED DR,ANTIGONISH NS,B2G 3B6,30 APPLESEED DR,POST ROAD NS,B2G 3B6,902 867 8800,902 867 8804,APRIL.WEAVER@SRSB.CA,2015-2016
54,321700063,POINT (-63.741618276853636 44.657783701985444),321700682,HALIFAX REGIONAL SCHOOL BOARD,291,BEECHVILLE LAKESIDE TIMBERLEA JUNIOR ELEMENTARY SCHOOL,22 JAMES ST,TIMBERLEA NS,B3T 1G9,22 JAMES ST,TIMBERLEA NS,B3T 1G9,902 876 3236,902 876 3238,BLTJR@HRSB.CA,2015-2016
54,321700063,POINT (-63.74254676750512 44.657362367336745),321700738,HALIFAX REGIONAL SCHOOL BOARD,290,BEECHVILLE LAKESIDE TIMBERLEA SENIOR ELEMENTARY SCHOOL,24 JAMES ST,TIMBERLEA NS,B3T 1G9,24 JAMES ST,TIMBERLEA NS,B3T 1G9,902 876 3230,902 876 7909,BLT@HRSB.CA,2015-2016
57,288400038,POINT (-66.15516542829518 44.18229686183392),288400262,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,219,ECOLE STELLA-MARIS,CP 408,METEGHAN N.-E.,B0W 2J0,288 PETER DUGAS RD,METEGHAN NS,B0W 2J0,902 645 5500,902 645 5505,ESM@CSAP.CA,2015-2016
51,71100138,POINT (-60.06994003392585 46.03804695536156),71100251,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,973,RIVERSIDE ELEMENTARY SCHOOL,7430 HORNES RD,ALBERT BRIDGE NS,B0A 1P0,7430 HORNES RD,ALBERT BRIDGE NS,B0A 1P0,902 563 4535,902 563 4539,RIVERSIDE@STAFF.EDNET.NS.CA,2015-2016
54,321800010,POINT (-63.8135357006366 44.674917598471126),321800163,HALIFAX REGIONAL SCHOOL BOARD,288,FIVE BRIDGES JUNIOR HIGH SCHOOL,66 HUBLEY RD,HUBLEY NS,B3Z 1B9,66 HUBLEYS RD,HUBLEY NS,B3Z 1B9,902 876 2026,902 876 7177,FBJH@HRSB.NS.CA,2015-2016
59,156000080,POINT (-65.1150380595796 43.69750314841922),156000103,TRI-COUNTY REGIONAL SCHOOL BOARD,711,LOCKEPORT REGIONAL HIGH SCHOOL,PO BOX 129,LOCKEPORT NS,B0T 1L0,10 LOCKE ST,LOCKEPORT NS,B0T 1L0,902 656 7110,902 656 7120,LHS@TCRSB.CA,2015-2016
54,322300021,POINT (-63.729965836589145 44.56434349423851),322300275,HALIFAX REGIONAL SCHOOL BOARD,282,PROSPECT ROAD ELEMENTARY SCHOOL,2199 PROSPECT RD,HATCHET LAKE NS,B3T 1R8,2199 PROSPECT RD,HATCHET LAKE NS,B3T 1R8,902 852 2441,902 852 5542,PRES@HRSB.NS.CA,2015-2016
51,400042954,POINT (-60.28831732598936 46.25165465575877),65900221,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,101,BRAS D'OR ELEMENTARY SCHOOL,10 ALDER PT RD,BRAS D'OR NS,B1Y 2K1,10 ALDER POINT RD,BRAS D'OR NS,B1Y 2K1,902 736 4000,902 736 1091,BRASDOREL@STAFF.EDNET.NS.CA,2015-2016
54,322300031,POINT (-63.7317714374738 44.562310872348135),322300326,HALIFAX REGIONAL SCHOOL BOARD,286,BROOKSIDE JUNIOR HIGH SCHOOL,2239 PROSPECT RD,HATCHET LAKE NS,B3T 1R8,2239 PROSPECT RD,HATCHET LAKE NS,B3T 1R8,902 852 2062,902 852 5530,BJHS@HRSB.NS.CA,2015-2016
54,321600020,POINT (-63.683754661067304 44.63523784022923),321600229,HALIFAX REGIONAL SCHOOL BOARD,938,RIDGECLIFF MIDDLE SCHOOL,35 BEECH TREE RUN,BEECHVILLE NS,B3T 2E5,35 BEECH TREE RUN,BEECHVILLE NS,B3T 2E5,902 876 4381,902 876 4385,RMS@HRSB.NS.CA,2015-2016
58,239000030,POINT (-64.6025610235201 44.45811322256361),239000069,SOUTH SHORE REGIONAL SCHOOL BOARD,394,WEST NORTHFIELD ELEMENTARY SCHOOL,6 VICTORIA ACRES DR,WEST NORTHFIELD NS,B4V 5C7,6 VICTORIA ACRES DR,WEST NORTHFIELD NS,B4V 5C7,902 541 8220,902 541 8221,WNES@SSRSB.CA,2015-2016
51,68500857,POINT (-59.979124498139996 46.18897883716824),68504423,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,8,GLACE BAY HIGH SCHOOL,201 RESERVE ST,GLACE BAY NS,B1A 4W3,201 RESERVE ST,GLACE BAY NS,B1A 4W3,902 849 4247,902 849 2700,GBH@STAFF.EDNET.NS.CA,2015-2016
53,400041819,POINT (-62.50808703703105 45.59334136761869),89700014,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,414,F. H. MACDONALD ELEMENTARY SCHOOL,RR 1,THORBURN NS,B0K 1W0,123 SCHOOL RD,SUTHERLANDS RIVER NS,B0K 1W0,902 922 3820,902 922 3828,DOYLENM@CCRSB.CA,2015-2016
53,400041819,POINT (-62.5057084873007 45.59261121901149),89700016,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,432,EAST PICTOU MIDDLE SCHOOL,163 SCHOOL RD RR1,THORBURN NS,B0K 1W0,163 SCHOOL RD,SUTHERLANDS RIVER NS,B0K 1W0,902 922 3800,902 922 3808,DOYLENM@CCRSB.CA,2015-2016
54,323200012,POINT (-63.93533545601174 44.52207886723346),323200098,HALIFAX REGIONAL SCHOOL BOARD,283,EAST ST. MARGARET'S ELEMENTARY SCHOOL,8671 PEGGYS COVE RD,INDIAN HARBOUR NS,B3Z 3P5,8671 PEGGYS COVE RD,INDIAN HARBOUR NS,B3Z 3P5,902 823 2463,902 823 2232,ESTM@HRSB.NS.CA,2015-2016
52,42400047,POINT (-60.87447957704436 45.657679070216446),42400119,STRAIT REGIONAL SCHOOL BOARD,484,EAST RICHMOND EDUCATION CENTRE,PO BOX 219,ST PETER'S NS,B0E 3B0,9359 PEPPERELL ST,ST. PETER'S NS,B0E 3B0,902 535 2066,902 535 3166,TANYA.CARTER@SRSB.CA,2015-2016
55,185600060,POINT (-64.25632678043067 45.10132676004734),185600033,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,61,L. E. SHAW ELEMENTARY SCHOOL,486 OAK ISLAND RD,AVONPORT NS,B0P 1B0,486 OAK ISLAND RD,AVONPORT NS,B0P 1B0,902 542 6900,902 542 6905,LESES@AVRSB.CA,2015-2016
54,319500282,POINT (-63.47794231441059 44.60758613459522),319502556,HALIFAX REGIONAL SCHOOL BOARD,85,TALLAHASSEE COMMUNITY SCHOOL,168 REDOUBT WAY,EASTERN PASSAGE NS,B3G 1M5,168 REDOUBT WAY,EASTERN PASSAGE NS,B3G 1M5,902 465 8650,902 465 8010,TCS@HRSB.NS.CA,2015-2016
55,400009809,POINT (-64.43728952357199 45.07267113343239),184800250,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,753,EVANGELINE MIDDLE SCHOOL,9387 COMMERCIAL ST,NEW MINAS NS,B4N 3G3,9387 COMMERCIAL ST,NEW MINAS NS,B4N 3G3,902 681 4910,902 681 4909,EMS@AVRSB.CA,2015-2016
57,120500038,POINT (-61.85623871463507 45.6243276714297),120500005,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,145,ECOLE ACADIENNE DE POMQUET,791 RUE TAYLOR,POMQUET N.-E.,B2G 2L4,791 TAYLORS RD,POMQUET NS,B2G 2L4,902 386 5700,902 386 5702,EAP@CSAP.CA,2015-2016
52,400042283,POINT (-61.08841560577256 46.46180206965984),21600030,STRAIT REGIONAL SCHOOL BOARD,974,CAPE BRETON HIGHLANDS EDUCATION CENTRE/ACADEMY,PO BOX 3,MARGAREE HARBOUR NS,B0E 2B0,11070 CABOT TRAIL,TERRE NOIRE NS,B0E 1C0,902 235 7500,902 235 7504,PETER.GOOSENS@SRSB.CA,2015-2016
53,90900039,POINT (-62.564150869697905 45.56212553836042),90900197,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,428,THORBURN CONSOLIDATED SCHOOL,PO BOX 211,THORBURN NS,B0K 1W0,13 NEW ROW,THORBURN NS,B0K 1W0,902 922 3840,902 922 3844,BARKERSP@CCRSB.CA,2015-2016
54,400004533,POINT (-63.54788645674468 44.66607109010946),319317035,HALIFAX REGIONAL SCHOOL BOARD,540,SOUTHDALE-NORTH WOODSIDE SCHOOL,36 HASTINGS DR,DARTMOUTH NS,B2Y 2C5,36 HASTINGS DR,DARTMOUTH NS,B2Y 2C5,902 464 2081,902 461 0199,SNWS@HRSB.NS.CA,2015-2016
53,137300121,POINT (-63.44013408810525 45.04435824628114),137300019,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,923,RIVERSIDE EDUCATION CENTRE,6 RIVERSIDE DR,MILFORD NS,B0N 1Y0,6 RIVERSIDE DR,MILFORD NS,B0N 1Y0,902 758 4660,902 758 4666,TOPSHEEM@CCRSB.CA,2015-2016
59,400012920,POINT (-65.61576876017388 43.58031889573014),161500083,TRI-COUNTY REGIONAL SCHOOL BOARD,167,BARRINGTON MUNICIPAL HIGH SCHOOL,536 OAK PARK RD,BARRINGTON NS,B0W 1E0,536 OAK PARK RD,OAK PARK NS,B0W 1E0,902 637 4310,902 637 4320,BMHS@TCRSB.CA,2015-2016
58,400043921,POINT (-64.72701705863679 44.02738790589076),172000250,SOUTH SHORE REGIONAL SCHOOL BOARD,386,DR. JOHN C. WICKWIRE ACADEMY,311 OLD PORT MOUTON RD,LIVERPOOL NS,B0T 1K0,311 OLD PORT MOUTON RD,WHITE POINT NS,B0T 1K0,902 354 7660,902 354 7666,DCJWA@SSRSB.CA,2015-2016
53,13900068,POINT (-63.65955105645893 45.8537638676193),13900066,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,230,CYRUS EATON ELEMENTARY SCHOOL,PO BOX 129,PUGWASH NS,B0K 1L0,171 QUEEN ST,PUGWASH NS,B0K 1L0,902 243 3900,902 243 3903,WELLSSE@CCRSB.CA,2015-2016
53,137700298,POINT (-63.52916812916858 44.95315580323446),137701061,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,30,ENFIELD DISTRICT SCHOOL,29 CATHERINE ST,ENFIELD NS,B2T 1L4,29 CATHERINE ST,ENFIELD NS,B2T 1L4,902 883 5300,902 883 5302,KNOLT@CCRSB.CA,2015-2016
53,400029119,POINT (-63.32930498239384 45.13625720394298),400148009,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,1148,WINDING RIVER CONSOLIDATED SCHOOL,PO BOX 3199,STEWIACKE NS,B0N 2J0,272 KITCHENER ST,STEWIACKE NS,B0N 2J0,902 639 3199,902 639 3196,COXBL@CCRSB.CA,2015-2016
58,259100007,POINT (-64.17118391098273 44.46028534479594),259100079,SOUTH SHORE REGIONAL SCHOOL BOARD,405,BIG TANCOOK ELEMENTARY SCHOOL,36 SCHOOL RD,BIG TANCOOK ISLAND NS,B0J 3G0,36 SCHOOL RD,BIG TANCOOK ISLAND NS,B0J 3G0,902 228 8300,902 228 8301,BTES@SSRSB.CA,2015-2016
59,154300016,POINT (-65.30155671764096 43.7713381430205),400144961,TRI-COUNTY REGIONAL SCHOOL BOARD,716,SHELBURNE REGIONAL HIGH SCHOOL,PO BOX 10,SHELBURNE NS,B0T 1W0,415 WOODLAWN DR,WOODLAWN NS,B0T 1W0,902 875 4900,902 875 4909,SRHS@TCRSB.CA,2015-2016
53,267800049,POINT (-63.24649133722558 45.36219533423012),400144736,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,1145,HARMONY HEIGHTS ELEMENTARY SCHOOL,25 CEDAR DR,TRURO NS,B2N 5W3,25 CEDAR DR,SALMON RIVER NS,B2N 5W3,902 896 5798,902 897 8922,FITZGERALDD@CCRSB.CA,2015-2016
53,16600166,POINT (-64.1956428778002 45.83373481687768),16601007,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,750,E. B. CHANDLER JUNIOR HIGH SCHOOL,PO BOX 790,AMHERST NS,B4H 4B9,28 DICKEY ST,AMHERST NS,B4H 4B9,902 661 2450,902 661 2455,NORDBYW@CCRSB.CA,2015-2016
51,68500281,POINT (-59.97185197672128 46.20305643469032),400153151,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,1154,OCEANVIEW EDUCATION CENTRE,60 WALLACES RD,GLACE BAY NS,B1A 4N5,60 WALLACES RD,GLACE BAY NS,B1A 4N5,902 842 4488,902 849 5441,OVEC@STAFF.EDNET.NS.CA,2015-2016
57,400041604,POINT (-63.678016279195504 44.70023347664799),400151037,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1152,ECOLE SECONDAIRE DU SOMMET,500 BLVD LARRY UTECK,HALIFAX N.-E.,B3M 0E6,500 LARRY UTECK BLVD,HALIFAX NS,B3M 0E6,902 832 4302,902 832 4352,ESS@CSAP.CA,2015-2016
57,400018425,POINT (-64.54067381011188 44.40449641844156),400152311,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1155,CENTRE SCOLAIRE DE LA RIVE-SUD,20 CHEMIN PETITE EVANGELINE,COOKVILLE N.-E.,B4V 8Z9,20 CHEMIN PETITE EVANGELINE CRT,COOKVILLE NS,B4V 8Z9,902 527 5110,902 527 5102,ERS@CSAP.CA,2015-2016
